customer_id,tenure_months,monthly_spend,num_support_tickets,last_login_days_ago,feature_adoption_score,plan_type,contract_type,region,has_referral,num_integrations,churned
C02456,14,3.97,2,52,0.118,Starter,Annual,NA,0,11,1
C02457,17,72.76,0,51,0.104,Starter,Annual,NA,0,3,1
C02458,39,12.57,1,77,0.125,Starter,Month-to-Month,APAC,0,6,1
C02459,9,38.22,1,2,0.508,Starter,Month-to-Month,EMEA,1,7,0
C02460,6,105.46,2,78,0.4,Pro,Annual,EMEA,1,3,0
C02461,23,19.71,3,56,0.186,Starter,Month-to-Month,EMEA,0,7,0
C02462,59,3.47,2,68,0.278,Free,Annual,EMEA,0,14,0
C02463,46,97.05,3,43,0.351,Starter,Month-to-Month,EMEA,0,12,0
C02464,38,75.33,3,19,0.126,Starter,Month-to-Month,LATAM,0,4,0
C02465,14,43.89,1,80,0.426,Pro,Two-Year,EMEA,0,5,0
C02466,62,75.91,1,51,0.55,Pro,Annual,NA,0,3,0
C02467,35,138.06,3,71,0.181,Free,Month-to-Month,EMEA,0,1,1
C02468,19,13.85,3,82,0.213,Starter,Month-to-Month,APAC,0,11,0
C02469,30,35.44,1,10,0.423,Free,Month-to-Month,LATAM,0,0,0
C02470,25,190.15,1,21,0.25,Free,Month-to-Month,NA,0,0,0
C02471,40,133.08,0,49,0.432,Starter,Two-Year,LATAM,0,12,0
C02472,14,37.15,2,71,0.378,Starter,Annual,LATAM,1,5,1
C02473,26,60.93,2,16,0.594,Free,Annual,LATAM,0,7,0
C02474,22,15.31,1,65,0.194,Pro,Month-to-Month,LATAM,0,6,0
C02475,48,35.02,3,58,0.442,Pro,Annual,NA,0,3,0
C02476,51,220.78,1,23,0.241,Starter,Month-to-Month,LATAM,1,13,0
C02477,3,69.67,0,25,0.139,Pro,Annual,NA,0,9,0
C02478,42,122.7,2,59,0.377,Free,Annual,NA,1,13,0
C02479,19,20.89,2,79,0.174,Free,Month-to-Month,LATAM,1,14,1
C02480,28,24.3,1,68,0.174,Pro,Month-to-Month,APAC,1,4,1
C02481,45,339.47,2,26,0.25,Starter,Month-to-Month,LATAM,1,2,0
C02482,71,220.99,1,26,0.402,Pro,Month-to-Month,NA,0,1,0
C02483,63,187.47,2,12,0.326,Free,Two-Year,EMEA,0,2,0
C02484,19,47.98,1,55,0.319,Starter,Month-to-Month,APAC,1,10,0
C02485,47,99.27,3,86,0.623,Enterprise,Two-Year,NA,0,0,0
C02486,14,81.35,3,26,0.363,Starter,Two-Year,NA,0,11,0
C02487,38,375.46,2,9,0.239,Free,Annual,LATAM,0,0,1
C02488,53,32.87,2,37,0.452,Pro,Annual,APAC,0,7,0
C02489,61,353.02,2,64,0.229,Starter,Month-to-Month,NA,0,5,0
C02490,36,147.25,4,80,0.188,Pro,Two-Year,NA,0,7,0
C02491,40,64.07,1,75,0.208,Free,Two-Year,NA,0,9,1
C02492,30,37.17,2,26,0.249,Free,Month-to-Month,LATAM,0,5,1
C02493,9,169.94,1,3,0.475,Enterprise,Month-to-Month,NA,0,4,0
C02494,64,207.75,2,67,0.128,Starter,Month-to-Month,EMEA,0,9,0
C02495,33,53.09,2,54,0.406,Free,Month-to-Month,LATAM,0,5,0
C02496,52,22.63,1,72,0.147,Free,Annual,NA,0,1,0
C02497,14,81.33,2,26,0.267,Free,Month-to-Month,EMEA,0,9,0
C02498,53,75.85,3,13,0.095,Pro,Annual,NA,1,12,0
C02499,59,155.09,1,69,0.257,Starter,Month-to-Month,EMEA,0,14,0
C02500,41,434.25,1,11,0.295,Starter,Annual,NA,0,13,0
C02501,68,90.93,1,67,0.457,Free,Annual,LATAM,0,13,0
C02502,68,157.89,1,80,0.423,Pro,Annual,APAC,1,3,0
C02503,8,51.8,1,62,0.175,Free,Month-to-Month,LATAM,1,8,1
C02504,2,109.83,0,46,0.477,Pro,Two-Year,LATAM,1,7,0
C02505,41,14.7,0,40,0.299,Free,Month-to-Month,LATAM,1,8,0
C02506,55,202.45,1,89,0.081,Pro,Annual,NA,0,0,0
C02507,16,50.65,1,83,0.056,Free,Annual,NA,0,11,1
C02508,62,10.01,3,58,0.079,Enterprise,Annual,EMEA,1,12,1
C02509,48,559.55,2,22,0.074,Free,Month-to-Month,EMEA,0,0,0
C02510,30,278.48,2,64,0.245,Free,Two-Year,LATAM,0,11,1
C02511,12,26.39,2,26,0.086,Starter,Month-to-Month,NA,1,5,1
C02512,35,54.16,1,10,0.061,Free,Month-to-Month,NA,0,5,0
C02513,11,331.22,0,42,0.213,Starter,Two-Year,NA,0,9,0
C02514,64,190.95,3,32,0.207,Starter,Annual,EMEA,0,1,0
C02515,50,284.26,3,9,0.039,Enterprise,Two-Year,EMEA,0,1,0
C02516,21,99.22,0,8,0.236,Free,Two-Year,NA,0,12,0
C02517,69,33.43,0,18,0.34,Enterprise,Annual,APAC,0,11,0
C02518,48,30.91,0,60,0.098,Free,Month-to-Month,LATAM,1,9,0
C02519,20,89.5,0,8,0.193,Starter,Month-to-Month,NA,0,2,0
C02520,67,309.24,2,38,0.271,Pro,Annual,EMEA,1,1,0
C02521,44,119.83,2,44,0.26,Free,Month-to-Month,LATAM,0,8,1
C02522,33,4.2,1,37,0.371,Free,Month-to-Month,LATAM,1,3,0
C02523,61,98.65,1,39,0.186,Free,Annual,LATAM,0,1,1
C02524,9,112.51,0,56,0.36,Starter,Month-to-Month,NA,0,6,0
C02525,68,104.55,2,71,0.718,Pro,Two-Year,EMEA,1,11,0
C02526,35,140.96,2,41,0.197,Starter,Month-to-Month,LATAM,0,12,0
C02527,65,41.69,3,32,0.251,Free,Annual,APAC,0,11,0
C02528,8,18.63,1,7,0.115,Starter,Two-Year,LATAM,0,0,0
C02529,45,166.38,2,50,0.384,Free,Month-to-Month,EMEA,0,0,1
C02530,47,26.23,4,1,0.148,Starter,Month-to-Month,EMEA,0,5,0
C02531,40,14.55,3,6,0.353,Free,Annual,EMEA,0,9,0
C02532,54,53.44,0,84,0.241,Free,Two-Year,EMEA,1,14,1
C02533,46,214.59,2,10,0.257,Free,Month-to-Month,LATAM,0,14,0
C02534,47,10.28,1,29,0.313,Free,Month-to-Month,APAC,1,2,0
C02535,15,26.11,2,28,0.214,Free,Month-to-Month,NA,1,8,0
C02536,19,77.38,1,65,0.162,Free,Annual,LATAM,0,7,0
C02537,26,40.7,0,87,0.678,Free,Annual,APAC,0,8,0
C02538,52,153.47,0,83,0.418,Free,Annual,EMEA,0,0,1
C02539,22,134.84,1,8,0.397,Starter,Annual,APAC,1,4,0
C02540,21,221.81,0,9,0.54,Free,Month-to-Month,APAC,0,3,0
C02541,51,27.36,2,47,0.203,Enterprise,Annual,LATAM,0,12,1
C02542,38,125.61,2,61,0.155,Pro,Annual,LATAM,0,13,0
C02543,20,178.86,1,87,0.452,Free,Month-to-Month,NA,0,11,0
C02544,29,7.77,1,28,0.276,Enterprise,Two-Year,NA,1,14,0
C02545,51,4.5,3,8,0.163,Starter,Annual,APAC,0,12,0
C02546,4,98.32,0,14,0.572,Starter,Month-to-Month,NA,1,3,0
C02547,55,106.37,1,16,0.265,Free,Month-to-Month,LATAM,0,14,0
C02548,71,59.87,1,62,0.557,Free,Month-to-Month,EMEA,1,12,1
C02549,28,4.41,1,18,0.259,Starter,Month-to-Month,EMEA,0,12,0
C02550,4,61.68,1,1,0.135,Starter,Two-Year,EMEA,0,4,0
C02551,22,123.3,1,33,0.111,Free,Month-to-Month,EMEA,1,6,0
C02552,45,145.23,1,26,0.317,Starter,Month-to-Month,LATAM,1,11,0
C02553,67,81.46,1,66,0.261,Starter,Annual,LATAM,0,1,0
C02554,66,89.34,1,70,0.218,Free,Month-to-Month,APAC,0,7,1
C02555,34,134.02,0,44,0.209,Free,Annual,APAC,0,7,1
C02556,55,71.59,4,45,0.205,Starter,Two-Year,EMEA,1,9,0
C02557,1,36.7,0,89,0.478,Free,Month-to-Month,NA,1,10,1
C02558,38,30.27,2,11,0.188,Starter,Annual,EMEA,0,12,0
C02559,6,167.68,0,15,0.348,Free,Annual,EMEA,0,12,1
C02560,25,80.23,3,88,0.412,Enterprise,Month-to-Month,EMEA,0,9,0
C02561,17,117.41,1,2,0.224,Starter,Month-to-Month,APAC,1,3,0
C02562,61,76.44,0,7,0.198,Starter,Annual,EMEA,0,4,1
C02563,12,205.0,3,73,0.446,Starter,Two-Year,APAC,0,13,0
C02564,6,82.42,0,17,0.194,Enterprise,Month-to-Month,LATAM,1,13,0
C02565,27,531.29,2,53,0.208,Enterprise,Annual,NA,0,7,1
C02566,8,33.34,1,47,0.649,Starter,Month-to-Month,APAC,1,9,0
C02567,65,17.89,0,15,0.456,Free,Annual,NA,0,2,0
C02568,57,56.13,0,52,0.285,Free,Annual,EMEA,0,12,1
C02569,40,301.09,0,21,0.303,Starter,Annual,NA,0,10,0
C02570,14,229.52,3,48,0.198,Free,Annual,NA,0,12,0
C02571,35,34.1,0,19,0.318,Pro,Month-to-Month,EMEA,0,10,0
C02572,48,109.86,4,18,0.308,Free,Month-to-Month,NA,0,12,0
C02573,56,106.68,0,0,0.653,Pro,Month-to-Month,NA,1,13,0
C02574,49,41.67,3,38,0.265,Free,Month-to-Month,EMEA,0,0,0
C02575,13,32.21,4,32,0.148,Pro,Month-to-Month,LATAM,0,8,1
C02576,61,59.33,2,40,0.246,Free,Month-to-Month,NA,0,4,1
C02577,49,186.49,1,50,0.053,Starter,Month-to-Month,APAC,1,6,0
C02578,46,25.54,1,22,0.516,Free,Month-to-Month,EMEA,1,2,0
C02579,62,70.81,1,36,0.243,Starter,Month-to-Month,NA,0,2,1
C02580,8,78.86,1,15,0.228,Free,Annual,NA,0,12,0
C02581,43,335.87,0,5,0.132,Free,Annual,EMEA,1,3,0
C02582,20,43.41,3,10,0.409,Free,Annual,APAC,1,12,1
C02583,39,2.38,0,10,0.396,Free,Annual,EMEA,0,8,0
C02584,49,142.0,1,73,0.468,Starter,Annual,LATAM,1,5,0
C02585,64,169.17,1,65,0.403,Starter,Annual,LATAM,0,14,1
C02586,62,145.7,1,7,0.177,Starter,Month-to-Month,EMEA,0,12,0
C02587,54,144.77,4,44,0.441,Starter,Annual,APAC,0,1,0
C02588,9,79.22,1,33,0.528,Enterprise,Month-to-Month,EMEA,0,6,0
C02589,37,2.26,1,2,0.277,Free,Two-Year,APAC,0,7,0
C02590,49,157.08,0,63,0.154,Free,Month-to-Month,LATAM,0,10,1
C02591,41,330.84,4,15,0.349,Starter,Two-Year,NA,0,11,0
C02592,17,20.55,0,47,0.215,Enterprise,Two-Year,LATAM,0,4,0
C02593,21,8.44,3,19,0.338,Pro,Annual,LATAM,0,9,0
C02594,51,36.98,2,59,0.488,Free,Month-to-Month,EMEA,0,11,1
C02595,59,227.49,1,35,0.071,Free,Month-to-Month,LATAM,1,6,1
C02596,39,13.47,1,68,0.241,Free,Month-to-Month,EMEA,1,10,0
C02597,55,150.7,1,33,0.186,Pro,Month-to-Month,EMEA,1,6,1
C02598,41,7.8,1,35,0.118,Starter,Two-Year,NA,1,0,0
C02599,39,4.0,2,42,0.456,Free,Annual,APAC,0,1,0
C02600,13,266.3,5,79,0.569,Starter,Month-to-Month,NA,1,1,0
C02601,64,176.65,0,25,0.181,Starter,Month-to-Month,NA,0,1,0
C02602,11,109.53,0,33,0.076,Starter,Month-to-Month,NA,0,2,0
C02603,19,22.65,1,72,0.206,Starter,Month-to-Month,EMEA,1,14,1
C02604,11,39.23,0,48,0.375,Free,Two-Year,LATAM,1,12,0
C02605,46,5.98,0,28,0.287,Starter,Month-to-Month,APAC,0,12,0
C02606,45,124.4,0,24,0.195,Free,Month-to-Month,NA,0,3,0
C02607,1,139.04,1,12,0.058,Starter,Month-to-Month,EMEA,1,5,1
C02608,40,47.49,1,43,0.605,Starter,Two-Year,EMEA,0,13,0
C02609,19,49.57,3,65,0.495,Pro,Month-to-Month,EMEA,0,13,0
C02610,61,118.98,0,6,0.208,Pro,Month-to-Month,LATAM,0,7,0
C02611,12,349.51,1,58,0.244,Free,Two-Year,LATAM,0,13,1
C02612,61,60.25,4,80,0.138,Free,Month-to-Month,APAC,1,1,0
C02613,33,81.65,4,17,0.291,Free,Month-to-Month,EMEA,0,14,0
C02614,45,143.79,3,81,0.343,Pro,Annual,LATAM,0,7,0
C02615,69,50.28,1,62,0.473,Free,Month-to-Month,LATAM,0,14,1
C02616,8,243.78,1,30,0.051,Starter,Month-to-Month,LATAM,0,2,0
C02617,25,224.64,2,26,0.669,Free,Month-to-Month,LATAM,0,1,0
C02618,46,134.61,1,44,0.343,Pro,Annual,EMEA,0,3,0
C02619,30,92.38,2,59,0.348,Starter,Two-Year,EMEA,1,1,0
C02620,47,492.68,3,20,0.236,Free,Annual,NA,0,1,0
C02621,49,145.43,3,59,0.438,Free,Annual,LATAM,0,14,0
C02622,47,123.68,0,24,0.404,Free,Month-to-Month,EMEA,0,8,0
C02623,18,251.29,1,87,0.232,Free,Month-to-Month,LATAM,0,14,1
C02624,66,97.16,3,13,0.076,Free,Month-to-Month,LATAM,1,11,1
C02625,68,33.39,1,70,0.248,Starter,Month-to-Month,NA,0,6,0
C02626,33,17.79,2,70,0.511,Starter,Month-to-Month,LATAM,0,8,1
C02627,36,76.42,0,18,0.048,Pro,Month-to-Month,EMEA,1,4,0
C02628,19,86.99,4,3,0.33,Starter,Annual,LATAM,1,1,0
C02629,28,211.02,1,71,0.27,Starter,Annual,EMEA,0,12,0
C02630,40,18.03,3,69,0.518,Starter,Month-to-Month,EMEA,0,7,1
C02631,15,137.19,3,34,0.432,Starter,Two-Year,LATAM,1,11,0
C02632,41,43.51,0,65,0.026,Pro,Annual,LATAM,0,4,0
C02633,39,335.69,4,80,0.233,Free,Month-to-Month,EMEA,0,13,1
C02634,2,76.28,1,81,0.416,Enterprise,Month-to-Month,EMEA,0,2,0
C02635,63,116.87,2,25,0.212,Starter,Two-Year,EMEA,1,4,0
C02636,29,126.02,0,43,0.037,Starter,Two-Year,APAC,1,2,1
C02637,66,11.45,1,79,0.029,Free,Month-to-Month,NA,0,8,1
C02638,51,229.42,1,43,0.34,Free,Month-to-Month,NA,0,13,0
C02639,10,21.53,0,44,0.172,Pro,Annual,APAC,0,7,0
C02640,14,60.78,0,8,0.446,Pro,Annual,LATAM,0,1,0
C02641,51,133.98,2,3,0.419,Starter,Annual,LATAM,1,13,0
C02642,39,6.82,2,85,0.236,Free,Month-to-Month,APAC,1,0,0
C02643,28,104.22,0,1,0.32,Enterprise,Two-Year,LATAM,0,13,0
C02644,3,63.3,0,70,0.08,Starter,Annual,NA,0,3,0
C02645,70,7.92,0,81,0.239,Pro,Month-to-Month,EMEA,0,4,0
C02646,27,155.53,1,26,0.688,Pro,Annual,APAC,1,11,0
C02647,2,83.5,1,44,0.114,Starter,Annual,EMEA,0,9,0
C02648,38,43.39,0,78,0.305,Enterprise,Month-to-Month,NA,0,12,0
C02649,3,10.57,1,7,0.221,Starter,Annual,NA,0,3,0
C02650,16,95.15,2,72,0.392,Starter,Annual,APAC,0,14,0
C02651,40,43.83,2,27,0.295,Free,Month-to-Month,LATAM,0,9,0
C02652,2,351.78,2,45,0.444,Starter,Month-to-Month,APAC,0,10,0
C02653,41,107.44,1,18,0.329,Enterprise,Two-Year,NA,0,3,0
C02654,12,40.27,0,57,0.378,Starter,Annual,EMEA,0,12,0
C02655,35,90.25,0,15,0.451,Free,Month-to-Month,APAC,1,3,0
C02656,65,93.05,1,20,0.079,Free,Annual,NA,0,12,0
C02657,55,155.69,0,33,0.194,Free,Annual,APAC,0,7,1
C02658,45,278.98,4,33,0.344,Enterprise,Month-to-Month,EMEA,0,3,0
C02659,62,394.31,0,25,0.383,Pro,Month-to-Month,EMEA,0,1,0
C02660,49,151.86,3,24,0.332,Starter,Annual,EMEA,0,2,0
C02661,25,94.74,0,21,0.229,Free,Annual,EMEA,0,0,0
C02662,23,30.58,2,85,0.073,Pro,Month-to-Month,LATAM,0,6,1
C02663,24,61.91,2,24,0.123,Starter,Two-Year,APAC,0,2,0
C02664,38,80.52,1,19,0.102,Pro,Annual,NA,0,9,0
C02665,28,16.49,2,33,0.242,Enterprise,Month-to-Month,NA,0,7,1
C02666,21,35.55,0,37,0.03,Free,Month-to-Month,EMEA,1,9,0
C02667,54,499.66,2,77,0.187,Free,Annual,NA,1,13,0
C02668,18,169.61,2,6,0.175,Free,Month-to-Month,LATAM,1,13,0
C02669,36,78.94,2,65,0.119,Starter,Annual,EMEA,1,3,1
C02670,45,30.75,1,40,0.404,Free,Month-to-Month,LATAM,0,3,0
C02671,53,102.24,3,49,0.471,Starter,Month-to-Month,LATAM,1,1,0
C02672,30,31.66,0,41,0.073,Free,Annual,EMEA,1,1,0
C02673,60,25.75,0,71,0.29,Starter,Annual,NA,0,5,0
C02674,32,11.81,1,76,0.127,Starter,Annual,EMEA,0,13,1
C02675,67,50.93,4,35,0.285,Free,Month-to-Month,EMEA,0,0,1
C02676,67,93.63,0,63,0.147,Free,Month-to-Month,EMEA,1,2,1
C02677,28,20.83,2,62,0.304,Starter,Annual,APAC,0,6,0
C02678,44,26.84,0,17,0.356,Pro,Annual,APAC,0,11,0
C02679,41,59.54,0,58,0.493,Pro,Two-Year,EMEA,0,8,0
C02680,63,80.69,1,5,0.104,Pro,Month-to-Month,LATAM,0,13,1
C02681,23,172.4,2,22,0.335,Starter,Month-to-Month,LATAM,0,12,0
C02682,48,100.34,2,53,0.159,Free,Annual,NA,0,12,0
C02683,32,115.39,5,62,0.123,Free,Month-to-Month,NA,0,14,1
C02684,57,142.97,1,72,0.189,Free,Month-to-Month,EMEA,0,2,0
C02685,33,71.96,0,45,0.165,Starter,Month-to-Month,EMEA,0,12,0
C02686,24,50.43,2,31,0.298,Free,Month-to-Month,EMEA,0,12,0
C02687,39,193.39,1,83,0.103,Free,Annual,LATAM,0,1,1
C02688,34,211.46,2,34,0.616,Starter,Annual,EMEA,0,3,0
C02689,56,20.07,4,73,0.293,Starter,Month-to-Month,NA,0,10,1
C02690,28,367.86,1,6,0.151,Starter,Two-Year,LATAM,1,3,0
C02691,37,318.98,2,71,0.234,Pro,Month-to-Month,EMEA,0,14,1
C02692,7,245.64,2,10,0.433,Free,Month-to-Month,APAC,0,9,1
C02693,68,65.92,1,27,0.187,Pro,Month-to-Month,EMEA,0,9,0
C02694,37,221.55,3,3,0.359,Pro,Month-to-Month,LATAM,0,14,0
C02695,56,118.68,1,22,0.067,Free,Annual,APAC,0,9,0
C02696,65,27.59,2,60,0.243,Starter,Month-to-Month,NA,0,6,0
C02697,65,178.94,3,22,0.439,Free,Annual,EMEA,0,8,0
C02698,47,62.52,0,13,0.096,Starter,Annual,NA,0,5,0
C02699,20,41.47,0,45,0.161,Starter,Annual,APAC,1,12,0
C02700,19,252.74,1,49,0.175,Free,Annual,EMEA,0,1,0
C02701,29,237.9,1,23,0.209,Free,Month-to-Month,LATAM,0,0,0
C02702,60,239.74,0,86,0.288,Pro,Month-to-Month,LATAM,0,9,0
C02703,18,235.53,1,44,0.16,Free,Month-to-Month,LATAM,0,14,0
C02704,35,96.95,1,41,0.01,Free,Annual,NA,0,7,0
C02705,43,115.14,2,49,0.352,Free,Month-to-Month,NA,1,3,0
C02706,11,356.8,4,56,0.324,Starter,Annual,NA,0,9,0
C02707,49,16.62,1,47,0.232,Pro,Two-Year,LATAM,1,7,0
C02708,38,196.95,1,65,0.269,Pro,Two-Year,APAC,0,2,0
C02709,64,89.65,0,67,0.095,Free,Month-to-Month,EMEA,0,1,0
C02710,69,460.25,0,80,0.265,Free,Month-to-Month,EMEA,1,9,0
C02711,8,122.34,4,43,0.28,Starter,Month-to-Month,EMEA,1,7,0
C02712,34,21.29,1,9,0.604,Pro,Month-to-Month,APAC,0,4,0
C02713,48,202.81,1,65,0.178,Pro,Month-to-Month,NA,1,8,1
C02714,56,134.01,1,87,0.102,Starter,Annual,APAC,0,11,1
C02715,65,19.35,1,83,0.249,Starter,Month-to-Month,NA,0,4,0
C02716,31,1.08,2,37,0.231,Enterprise,Annual,EMEA,0,3,1
C02717,4,94.14,0,63,0.261,Starter,Annual,LATAM,1,12,0
C02718,50,33.17,2,83,0.202,Free,Annual,APAC,0,2,0
C02719,69,242.31,0,16,0.458,Free,Annual,NA,0,2,0
C02720,30,34.67,0,89,0.156,Starter,Month-to-Month,NA,1,5,0
C02721,59,130.47,0,77,0.12,Free,Annual,EMEA,0,11,0
C02722,67,50.8,3,81,0.21,Free,Month-to-Month,LATAM,0,11,0
C02723,45,51.75,1,82,0.289,Enterprise,Annual,NA,1,0,0
C02724,4,24.08,0,83,0.245,Starter,Month-to-Month,NA,0,10,0
C02725,26,83.83,3,88,0.178,Starter,Two-Year,NA,0,1,1
C02726,27,103.89,0,39,0.253,Starter,Annual,NA,0,3,0
C02727,46,104.39,1,43,0.77,Pro,Month-to-Month,EMEA,0,8,0
C02728,64,233.06,1,44,0.479,Pro,Annual,EMEA,0,4,0
C02729,51,126.79,2,89,0.585,Pro,Annual,APAC,0,11,0
C02730,50,161.76,0,2,0.082,Free,Month-to-Month,APAC,0,3,0
C02731,6,46.89,1,75,0.408,Starter,Month-to-Month,EMEA,0,13,0
C02732,59,65.51,0,5,0.43,Enterprise,Annual,NA,0,11,0
C02733,15,2.22,0,87,0.303,Free,Month-to-Month,NA,1,7,0
C02734,30,9.89,3,2,0.312,Enterprise,Annual,EMEA,1,12,0
C02735,42,58.36,3,48,0.145,Starter,Month-to-Month,NA,1,12,0
C02736,37,28.25,2,73,0.043,Pro,Annual,LATAM,0,1,1
C02737,42,201.17,0,41,0.21,Starter,Month-to-Month,APAC,0,0,1
C02738,35,135.42,0,77,0.012,Starter,Two-Year,EMEA,0,2,0
C02739,6,422.02,2,1,0.493,Free,Month-to-Month,NA,0,3,0
C02740,68,261.68,0,81,0.236,Free,Month-to-Month,APAC,1,9,1
C02741,18,456.17,2,23,0.355,Free,Month-to-Month,APAC,1,14,0
C02742,29,54.55,0,65,0.333,Starter,Month-to-Month,EMEA,1,7,0
C02743,59,79.49,2,32,0.178,Starter,Month-to-Month,LATAM,1,12,0
C02744,47,55.95,1,79,0.3,Starter,Month-to-Month,NA,0,10,0
C02745,17,399.93,0,41,0.61,Pro,Two-Year,APAC,1,5,0
C02746,22,61.84,2,46,0.633,Free,Annual,NA,0,0,0
C02747,68,14.9,0,29,0.838,Pro,Annual,LATAM,0,5,0
C02748,69,34.6,0,85,0.071,Free,Annual,LATAM,0,12,0
C02749,37,66.37,1,80,0.519,Free,Month-to-Month,APAC,0,0,1
C02750,49,110.86,1,36,0.373,Free,Month-to-Month,EMEA,0,8,0
C02751,13,115.51,0,83,0.226,Pro,Month-to-Month,EMEA,1,6,0
C02752,34,170.65,1,71,0.13,Starter,Annual,EMEA,1,12,0
C02753,53,125.25,0,40,0.265,Starter,Two-Year,LATAM,0,14,1
C02754,51,81.16,1,26,0.314,Free,Month-to-Month,APAC,0,6,0
C02755,3,3.68,0,14,0.102,Free,Annual,EMEA,0,2,0
C02756,42,142.5,1,21,0.531,Free,Annual,EMEA,0,3,0
C02757,32,10.72,2,44,0.28,Pro,Annual,NA,1,9,0
C02758,51,75.92,1,67,0.266,Starter,Month-to-Month,LATAM,1,11,0
C02759,46,272.06,2,5,0.185,Free,Month-to-Month,APAC,0,0,0
C02760,21,109.02,2,72,0.319,Free,Month-to-Month,NA,0,0,0
C02761,44,26.62,0,72,0.253,Enterprise,Annual,EMEA,0,1,0
C02762,11,198.01,0,52,0.116,Free,Annual,LATAM,1,6,0
C02763,68,42.87,1,34,0.346,Enterprise,Month-to-Month,EMEA,0,10,0
C02764,1,103.32,1,71,0.56,Free,Month-to-Month,APAC,0,8,0
C02765,63,121.22,0,12,0.108,Starter,Annual,APAC,0,13,0
C02766,24,157.62,3,82,0.336,Free,Month-to-Month,EMEA,0,11,0
C02767,13,8.06,2,67,0.257,Starter,Two-Year,EMEA,0,4,0
C02768,11,231.12,2,69,0.31,Free,Month-to-Month,EMEA,0,3,1
C02769,51,14.5,1,1,0.441,Starter,Annual,EMEA,0,2,0
C02770,17,11.92,4,75,0.62,Starter,Annual,EMEA,0,1,0
C02771,24,73.25,5,71,0.572,Free,Month-to-Month,APAC,1,0,0
C02772,19,55.86,4,20,0.291,Free,Month-to-Month,APAC,0,0,0
C02773,37,6.74,0,89,0.045,Starter,Month-to-Month,EMEA,0,3,0
C02774,8,21.78,1,13,0.322,Pro,Month-to-Month,LATAM,0,7,0
C02775,28,69.41,3,29,0.241,Starter,Month-to-Month,EMEA,0,11,0
C02776,5,211.98,2,5,0.403,Free,Annual,NA,0,7,0
C02777,17,15.52,1,30,0.143,Free,Month-to-Month,EMEA,0,12,0
C02778,36,13.25,2,2,0.417,Enterprise,Month-to-Month,APAC,0,9,0
C02779,19,196.07,0,80,0.444,Pro,Month-to-Month,EMEA,0,12,0
C02780,64,81.35,0,88,0.201,Starter,Month-to-Month,NA,0,0,0
C02781,11,53.6,1,76,0.173,Starter,Annual,NA,0,0,1
C02782,54,74.24,1,5,0.66,Starter,Month-to-Month,LATAM,0,7,0
C02783,45,63.49,1,70,0.225,Free,Annual,LATAM,0,11,0
C02784,47,182.73,3,37,0.23,Starter,Annual,NA,0,7,1
C02785,12,1.12,0,40,0.285,Free,Month-to-Month,NA,0,3,0
C02786,21,68.12,2,34,0.119,Free,Month-to-Month,EMEA,1,6,0
C02787,11,20.76,1,43,0.123,Free,Month-to-Month,NA,1,1,1
C02788,5,44.23,2,74,0.437,Starter,Annual,EMEA,0,12,0
C02789,56,14.28,1,68,0.557,Free,Annual,LATAM,1,4,0
C02790,20,66.82,2,68,0.189,Pro,Month-to-Month,APAC,0,3,1
C02791,41,123.7,2,89,0.312,Free,Two-Year,LATAM,0,7,0
C02792,46,130.02,1,62,0.144,Pro,Month-to-Month,LATAM,1,11,1
C02793,12,191.19,3,84,0.242,Starter,Month-to-Month,NA,1,0,0
C02794,70,202.5,1,33,0.116,Free,Month-to-Month,APAC,0,2,1
C02795,17,109.28,0,68,0.135,Free,Annual,NA,1,14,0
C02796,19,52.28,0,2,0.218,Enterprise,Two-Year,NA,0,8,0
C02797,26,6.32,1,2,0.262,Enterprise,Annual,NA,0,12,0
C02798,48,4.38,1,36,0.079,Pro,Month-to-Month,NA,1,8,0
C02799,52,14.42,1,24,0.608,Starter,Month-to-Month,LATAM,0,11,0
C02800,70,494.96,0,6,0.288,Free,Month-to-Month,NA,0,13,0
C02801,55,185.0,1,80,0.678,Starter,Month-to-Month,EMEA,0,14,1
C02802,33,62.28,0,75,0.228,Starter,Annual,LATAM,0,3,1
C02803,62,75.33,2,7,0.258,Starter,Month-to-Month,NA,0,6,0
C02804,23,160.45,0,25,0.223,Enterprise,Month-to-Month,APAC,0,12,0
C02805,15,86.68,2,66,0.209,Free,Annual,APAC,0,8,1
C02806,27,53.63,2,31,0.22,Free,Annual,LATAM,0,0,1
C02807,64,51.61,2,56,0.455,Free,Annual,LATAM,0,14,0
C02808,51,28.23,2,69,0.164,Pro,Month-to-Month,LATAM,0,6,1
C02809,53,260.18,2,47,0.522,Free,Annual,LATAM,0,0,1
C02810,51,64.16,0,5,0.271,Pro,Month-to-Month,NA,0,11,0
C02811,47,167.49,0,41,0.326,Free,Month-to-Month,LATAM,0,12,1
C02812,4,102.33,3,81,0.412,Free,Two-Year,LATAM,0,11,0
C02813,7,168.34,1,49,0.308,Pro,Month-to-Month,EMEA,0,2,0
C02814,35,46.44,1,12,0.382,Enterprise,Month-to-Month,EMEA,1,12,0
C02815,48,167.32,0,10,0.26,Starter,Two-Year,APAC,0,8,0
C02816,45,187.26,0,21,0.261,Free,Month-to-Month,EMEA,1,6,0
C02817,19,13.22,4,65,0.166,Starter,Month-to-Month,APAC,1,3,0
C02818,63,11.51,0,89,0.275,Free,Annual,APAC,1,10,0
